gene	cell	mean_umi	median_umi	mean_gene	median_gene
11320	1277682	10.5355863196007	1	7.91204932056646	1
11320	9341	551.565357028155	395	340.843592763087	272
7760	9341	551.431110159512	395	340.710416443636	272
7755	9182	555.698213896755	398	343.294380309301	273
7755	9156	556.421144604631	399	343.70128877239	274
7755	1333	1116.96249062266	797	602.847711927982	507
7755	1333	1116.96249062266	797	602.847711927982	507
