gene	cell	mean_umi	median_umi	mean_gene	median_gene
9080	61421	180.188339493007	121	134.22596506081	102
9080	1587	1004.07372400756	597	544.882797731569	427
7154	1587	1003.20982986767	594	544.034656584751	427
7077	1274	1207.96232339089	841	642.058084772371	550
7077	1270	1210.98503937008	843	643.450393700787	551
7077	1129	1273.2382639504	924	668.893711248893	593
7077	1125	1276.88266666667	928	670.560888888889	594
